,Televisor_analogico,Televisor_con_decodificador,Televisor_digital,Telefono_celular,Computadora_escritorio,Laptop,Internet,Estrato_socioeconomico,Tipo_de_entorno
456,No,No,No,Si,No,No,No,Medio alto,Urbano
457,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
458,No,No,Si,Si,No,Si,Si,Alto,Urbano
459,Si,Si,No,Si,Si,No,Si,Alto,Urbano
460,No,No,Si,Si,No,No,Si,Alto,Urbano
461,No,No,Si,Si,No,No,Si,Alto,Urbano
462,No,No,Si,Si,No,Si,Si,Alto,Urbano
463,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
464,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
465,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
466,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
467,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
468,No,No,Si,Si,No,Si,Si,Alto,Urbano
469,No,No,Si,Si,No,No,Si,Alto,Urbano
470,No,No,Si,Si,No,No,Si,Alto,Urbano
471,No,No,Si,Si,No,Si,Si,Alto,Urbano
472,No,No,No,Si,No,Si,Si,Alto,Urbano
473,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
474,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
475,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
476,No,No,No,Si,Si,No,Si,Medio alto,Urbano
477,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
478,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
479,Si,Si,No,Si,No,Si,Si,Medio alto,Urbano
480,No,No,Si,Si,No,No,No,Medio bajo,Urbano
481,Si,No,Si,No,No,No,No,Medio bajo,Urbano
482,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
483,Si,No,No,Si,No,No,No,Medio bajo,Urbano
484,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
485,No,No,Si,Si,No,No,No,Medio bajo,Urbano
486,No,No,No,Si,No,No,No,Medio bajo,Urbano
487,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
488,Si,Si,No,Si,No,No,No,Medio alto,Urbano
489,No,No,Si,Si,No,No,Si,Medio alto,Urbano
490,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
491,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
492,No,No,Si,Si,Si,No,Si,Alto,Urbano
493,No,No,Si,Si,No,No,Si,Alto,Urbano
494,Si,No,Si,Si,No,No,Si,Alto,Urbano
495,No,No,Si,Si,No,Si,No,Alto,Urbano
496,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
497,No,No,Si,Si,No,No,No,Medio bajo,Urbano
498,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
499,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
500,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
501,No,No,Si,Si,No,No,No,Bajo,Urbano
502,No,No,Si,Si,No,No,Si,Bajo,Urbano
503,Si,No,No,Si,No,No,No,Bajo,Urbano
504,No,No,Si,Si,No,Si,Si,Bajo,Urbano
505,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
506,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
507,No,No,No,Si,No,No,No,Medio bajo,Urbano
508,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
509,No,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
510,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
511,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
512,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
513,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
514,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
515,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
516,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
517,Si,Si,No,Si,No,Si,Si,Medio bajo,Urbano
518,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
519,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
520,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
521,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
522,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
523,Si,Si,No,Si,No,No,No,Medio alto,Urbano
524,No,No,Si,Si,No,No,No,Medio alto,Urbano
525,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
526,No,No,Si,Si,No,No,Si,Medio alto,Urbano
527,No,No,Si,Si,No,No,No,Medio alto,Urbano
528,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
529,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
530,Si,No,No,Si,No,No,Si,Medio alto,Urbano
531,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
532,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
533,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
534,No,No,No,Si,No,No,Si,Medio bajo,Urbano
535,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
536,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
537,No,No,No,Si,No,No,No,Medio bajo,Urbano
538,Si,Si,Si,Si,No,Si,No,Medio bajo,Urbano
539,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
540,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
541,No,No,Si,Si,No,Si,Si,Alto,Urbano
542,No,No,Si,Si,No,No,Si,Alto,Urbano
543,No,No,Si,Si,Si,No,Si,Alto,Urbano
544,No,No,Si,Si,No,Si,Si,Alto,Urbano
545,No,No,Si,Si,Si,Si,Si,Alto,Urbano
546,Si,Si,No,Si,No,Si,Si,Alto,Urbano
547,No,No,Si,Si,No,No,Si,Alto,Urbano
548,No,No,Si,Si,No,Si,Si,Alto,Urbano
549,No,No,Si,Si,No,Si,Si,Alto,Urbano
550,No,No,Si,Si,No,Si,Si,Alto,Urbano
551,No,No,Si,Si,Si,Si,Si,Alto,Urbano
552,No,No,Si,Si,Si,Si,Si,Alto,Urbano
553,No,No,Si,Si,No,No,Si,Alto,Urbano
554,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
555,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
556,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
557,No,No,No,Si,No,Si,Si,Medio alto,Urbano
558,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
559,Si,Si,No,Si,No,No,No,Medio alto,Urbano
560,No,No,Si,Si,No,No,Si,Medio alto,Urbano
561,No,No,Si,Si,No,No,Si,Medio alto,Urbano
562,No,No,Si,Si,No,No,Si,Medio alto,Urbano
563,No,No,Si,Si,No,Si,Si,Alto,Urbano
564,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
565,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
566,No,No,Si,Si,No,Si,No,Medio alto,Urbano
567,Si,No,No,Si,Si,Si,Si,Medio alto,Urbano
568,No,No,Si,Si,No,No,No,Medio bajo,Rural
569,No,No,Si,Si,No,No,No,Medio bajo,Rural
570,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
571,No,No,Si,Si,No,Si,No,Medio bajo,Rural
572,No,No,Si,Si,No,No,No,Medio bajo,Rural
573,No,No,Si,No,No,No,No,Medio bajo,Rural
574,Si,Si,No,No,No,No,No,Medio bajo,Rural
575,No,No,Si,Si,No,No,No,Medio bajo,Rural
576,No,No,Si,Si,No,No,No,Medio bajo,Rural
577,Si,No,No,Si,No,No,No,Medio bajo,Rural
578,Si,Si,No,No,No,No,No,Medio bajo,Rural
579,No,Si,Si,Si,No,No,No,Medio bajo,Rural
580,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
581,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
582,No,No,Si,Si,No,No,No,Medio bajo,Rural
583,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
584,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Rural
585,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
586,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
587,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
588,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
589,Si,No,No,Si,No,No,No,Medio bajo,Rural
590,Si,No,Si,Si,No,No,No,Medio bajo,Rural
591,No,No,Si,Si,No,No,No,Medio bajo,Rural
592,No,No,No,Si,No,No,No,Medio bajo,Rural
593,No,No,Si,Si,No,No,No,Medio bajo,Rural
594,No,No,Si,Si,No,No,Si,Medio bajo,Rural
595,No,No,Si,Si,No,Si,No,Medio bajo,Rural
596,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
597,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
598,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
599,Si,Si,No,Si,No,No,No,Medio bajo,Rural
600,Si,Si,Si,Si,No,Si,No,Medio bajo,Rural
601,Si,Si,No,Si,Si,Si,Si,Medio bajo,Rural
602,Si,No,No,Si,No,No,No,Medio bajo,Rural
603,No,No,Si,Si,No,No,No,Medio bajo,Rural
604,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
605,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
606,No,No,Si,Si,No,No,No,Medio bajo,Rural
607,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
608,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
609,No,No,Si,Si,No,No,No,Medio bajo,Rural
610,Si,No,No,Si,No,No,No,Medio bajo,Rural
611,No,Si,Si,Si,No,Si,Si,Medio bajo,Rural
612,Si,No,No,Si,No,Si,Si,Medio bajo,Rural
613,Si,No,No,Si,No,No,Si,Medio bajo,Rural
614,Si,No,Si,Si,No,No,No,Medio bajo,Rural
615,No,No,Si,Si,No,No,No,Medio bajo,Rural
616,No,No,Si,Si,No,No,No,Medio bajo,Rural
617,Si,Si,No,Si,No,No,No,Medio bajo,Rural
618,No,Si,Si,Si,No,No,No,Medio bajo,Rural
619,No,No,Si,Si,No,No,No,Medio bajo,Rural
620,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
621,Si,Si,No,No,No,No,No,Medio bajo,Rural
622,Si,Si,No,Si,No,No,No,Medio bajo,Rural
623,Si,Si,No,No,No,No,No,Medio bajo,Rural
624,No,No,Si,Si,No,No,No,Medio bajo,Rural
625,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
626,No,No,Si,Si,Si,No,Si,Medio bajo,Rural
627,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
628,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
629,No,Si,Si,Si,No,No,Si,Medio bajo,Rural
630,No,Si,Si,Si,No,No,Si,Medio bajo,Rural
631,No,No,Si,Si,No,No,No,Medio bajo,Rural
632,No,No,Si,Si,No,No,Si,Medio bajo,Rural
633,No,No,Si,Si,No,No,Si,Medio bajo,Rural
634,No,No,Si,Si,No,No,Si,Medio bajo,Rural
635,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
636,No,No,Si,Si,No,No,No,Medio bajo,Rural
637,No,No,Si,Si,No,No,No,Medio bajo,Rural
638,No,No,Si,Si,No,No,No,Medio bajo,Rural
639,Si,No,No,Si,No,No,No,Medio bajo,Rural
640,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
641,No,Si,No,Si,No,No,No,Medio alto,Urbano
642,No,No,Si,Si,No,No,No,Medio alto,Urbano
643,No,No,No,Si,No,No,No,Medio alto,Urbano
644,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
645,No,No,No,No,No,No,No,Medio bajo,Urbano
646,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
647,Si,Si,No,Si,No,No,No,Medio alto,Urbano
648,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
649,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
650,No,No,Si,Si,No,No,No,Medio alto,Urbano
651,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
652,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
653,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
654,Si,Si,Si,Si,No,No,Si,Alto,Urbano
655,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
656,Si,Si,No,Si,No,No,Si,Alto,Urbano
657,No,No,Si,Si,No,Si,Si,Alto,Urbano
658,No,No,Si,Si,No,Si,Si,Alto,Urbano
659,No,No,Si,Si,No,Si,Si,Alto,Urbano
660,No,No,Si,Si,No,No,Si,Alto,Urbano
661,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
662,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
663,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
664,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
665,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
666,No,No,Si,Si,No,No,No,Medio alto,Urbano
667,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
668,No,No,Si,Si,No,No,No,Medio bajo,Rural
669,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
670,No,No,Si,Si,No,Si,No,Medio bajo,Rural
671,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
672,No,No,Si,Si,Si,Si,No,Medio bajo,Rural
673,Si,No,No,Si,No,No,No,Medio bajo,Rural
674,No,No,Si,Si,No,No,No,Medio bajo,Rural
675,No,No,Si,Si,No,No,Si,Medio bajo,Rural
676,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
677,No,No,Si,Si,No,No,No,Medio bajo,Rural
678,No,Si,Si,Si,No,No,No,Medio bajo,Rural
679,No,No,Si,Si,No,No,Si,Medio bajo,Rural
680,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
681,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
682,Si,No,No,No,No,No,No,Medio bajo,Rural
683,No,No,Si,Si,No,No,No,Medio bajo,Rural
684,No,No,No,Si,No,No,No,Medio bajo,Rural
685,Si,No,Si,Si,No,No,No,Medio bajo,Rural
686,No,Si,Si,Si,No,No,No,Medio bajo,Rural
687,No,No,Si,Si,No,No,No,Medio bajo,Rural
688,No,No,Si,Si,No,No,No,Medio bajo,Rural
689,No,No,Si,Si,No,No,No,Medio bajo,Rural
690,No,No,Si,Si,No,No,No,Medio bajo,Rural
691,Si,No,Si,No,No,No,No,Medio bajo,Rural
692,No,No,Si,Si,No,No,Si,Medio bajo,Rural
693,No,No,Si,Si,No,No,No,Medio bajo,Rural
694,No,No,Si,Si,No,No,No,Medio bajo,Rural
695,No,No,Si,Si,No,No,Si,Medio bajo,Rural
696,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
697,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
698,No,No,Si,No,No,No,No,Medio bajo,Rural
699,No,Si,Si,Si,Si,No,Si,Alto,Urbano
700,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
701,Si,No,Si,Si,No,No,No,Alto,Urbano
702,Si,No,No,Si,No,Si,Si,Alto,Urbano
703,No,No,Si,Si,No,Si,Si,Alto,Urbano
704,No,No,Si,Si,No,No,Si,Alto,Urbano
705,Si,No,Si,Si,No,No,No,Bajo,Urbano
706,Si,No,No,Si,No,No,Si,Bajo,Urbano
707,No,No,No,Si,No,No,No,Bajo,Urbano
708,No,No,Si,Si,Si,Si,Si,Bajo,Urbano
709,No,No,Si,Si,No,No,Si,Bajo,Urbano
710,Si,No,Si,Si,Si,No,Si,Bajo,Urbano
711,No,No,No,Si,No,No,No,Bajo,Urbano
712,Si,No,Si,Si,No,No,No,Bajo,Urbano
713,Si,Si,Si,Si,No,No,Si,Bajo,Urbano
714,No,No,No,No,No,No,No,Bajo,Urbano
715,No,No,Si,Si,No,No,Si,Bajo,Urbano
716,Si,No,No,Si,No,No,Si,Bajo,Urbano
717,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
718,No,No,Si,Si,No,No,Si,Medio alto,Urbano
719,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
720,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
721,Si,Si,Si,Si,Si,No,No,Medio alto,Urbano
722,No,No,Si,Si,No,No,Si,Medio alto,Urbano
723,No,No,Si,Si,No,No,Si,Medio alto,Urbano
724,No,No,Si,Si,No,Si,Si,Alto,Urbano
725,No,No,Si,Si,No,No,No,Medio bajo,Urbano
726,Si,No,No,Si,No,Si,No,Medio bajo,Urbano
727,No,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
728,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
729,Si,Si,No,Si,No,Si,No,Medio bajo,Urbano
730,Si,Si,No,Si,No,Si,Si,Medio bajo,Urbano
731,Si,Si,Si,Si,No,Si,No,Medio bajo,Urbano
732,No,No,No,Si,No,No,Si,Medio bajo,Urbano
733,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
734,Si,No,No,Si,No,No,No,Medio bajo,Urbano
735,Si,Si,No,Si,No,Si,No,Medio bajo,Urbano
736,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
737,No,No,Si,Si,No,No,No,Medio bajo,Urbano
738,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
739,No,No,No,Si,No,No,No,Medio bajo,Urbano
740,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
741,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
742,No,No,Si,Si,No,No,No,Medio bajo,Urbano
743,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
744,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
745,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
746,Si,Si,No,Si,No,No,No,Medio bajo,Rural
747,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
748,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
749,No,No,Si,Si,No,Si,No,Alto,Urbano
750,No,No,Si,Si,No,No,Si,Alto,Urbano
751,No,No,Si,Si,No,Si,Si,Alto,Urbano
752,No,No,Si,Si,No,Si,Si,Alto,Urbano
753,No,No,Si,Si,Si,Si,Si,Alto,Urbano
754,Si,No,Si,Si,Si,No,Si,Alto,Urbano
755,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
756,No,No,Si,Si,Si,Si,Si,Alto,Urbano
757,No,No,Si,Si,No,No,No,Alto,Urbano
758,No,No,Si,Si,No,No,No,Alto,Urbano
759,No,No,Si,Si,No,Si,Si,Alto,Urbano
760,No,No,Si,Si,Si,Si,Si,Alto,Urbano
761,Si,Si,Si,Si,Si,No,Si,Alto,Urbano
762,No,No,Si,Si,No,No,Si,Alto,Urbano
763,No,No,Si,Si,Si,Si,Si,Alto,Urbano
764,No,No,Si,Si,Si,Si,Si,Alto,Urbano
765,No,No,Si,Si,No,No,No,Alto,Urbano
766,Si,Si,Si,Si,No,No,No,Alto,Urbano
767,No,No,Si,Si,No,Si,Si,Alto,Urbano
768,No,No,Si,Si,Si,Si,Si,Alto,Urbano
769,No,No,Si,Si,Si,Si,Si,Alto,Urbano
770,Si,No,Si,Si,No,No,Si,Alto,Urbano
771,Si,No,Si,Si,No,Si,Si,Alto,Urbano
772,Si,Si,No,Si,No,No,No,Medio alto,Urbano
773,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
774,Si,No,Si,No,No,No,Si,Medio alto,Urbano
775,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
776,No,No,Si,Si,No,No,No,Medio alto,Urbano
777,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
778,No,No,Si,Si,No,Si,No,Medio alto,Urbano
779,No,No,Si,Si,No,No,No,Medio alto,Urbano
780,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
781,Si,No,Si,Si,No,No,No,Medio alto,Urbano
782,Si,No,Si,Si,No,No,No,Medio alto,Urbano
783,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
784,No,No,Si,Si,No,No,No,Medio alto,Urbano
785,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
786,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
787,No,No,No,No,No,No,No,Medio bajo,Urbano
788,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
789,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
790,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
791,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
792,No,No,Si,Si,No,No,Si,Medio alto,Urbano
793,No,No,No,No,No,No,No,Medio alto,Urbano
794,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
795,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
796,Si,No,No,Si,Si,Si,Si,Alto,Urbano
797,Si,No,No,Si,No,Si,Si,Alto,Urbano
798,No,No,Si,Si,No,Si,Si,Alto,Urbano
799,Si,No,No,Si,No,No,Si,Medio alto,Urbano
800,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
801,No,No,Si,Si,No,No,Si,Medio alto,Urbano
802,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
803,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
804,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
805,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
806,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
807,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
808,No,No,Si,Si,No,No,No,Medio bajo,Urbano
809,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
810,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
811,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
812,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
813,Si,Si,Si,Si,No,No,Si,Medio bajo,Urbano
814,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
815,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
816,No,No,Si,Si,No,No,No,Medio alto,Urbano
817,No,No,Si,Si,No,No,No,Medio alto,Urbano
818,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
819,Si,No,Si,Si,No,Si,No,Medio alto,Urbano
820,No,No,Si,No,No,No,Si,Medio alto,Urbano
821,No,No,Si,Si,No,No,No,Medio alto,Urbano
822,Si,Si,No,Si,No,Si,Si,Medio alto,Urbano
823,No,No,Si,Si,No,No,Si,Medio alto,Urbano
824,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
825,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
826,No,No,Si,Si,No,No,No,Medio bajo,Urbano
827,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
828,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
829,Si,No,No,Si,Si,No,Si,Medio alto,Urbano
830,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
831,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
832,Si,No,No,Si,No,No,No,Medio alto,Urbano
833,No,No,Si,Si,No,No,No,Medio alto,Urbano
834,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
835,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
836,Si,Si,No,Si,No,Si,Si,Medio alto,Urbano
837,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
838,No,No,Si,Si,No,No,Si,Medio alto,Urbano
839,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
840,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
841,No,No,No,Si,No,No,Si,Medio alto,Urbano
842,Si,No,No,Si,No,No,No,Medio alto,Urbano
843,No,No,Si,Si,No,No,No,Medio alto,Urbano
844,Si,No,No,No,No,No,No,Alto,Urbano
845,No,No,Si,Si,No,No,No,Alto,Urbano
846,No,No,Si,Si,No,No,No,Bajo,Urbano
847,Si,No,Si,Si,No,No,No,Bajo,Urbano
848,Si,No,Si,Si,No,No,No,Bajo,Urbano
849,Si,No,Si,Si,No,No,No,Bajo,Urbano
850,Si,No,No,Si,No,No,No,Bajo,Urbano
851,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
852,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
853,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
854,No,No,Si,Si,No,No,Si,Medio bajo,Rural
855,Si,Si,No,Si,No,No,No,Medio bajo,Rural
856,No,No,Si,Si,Si,No,Si,Medio bajo,Rural
857,No,No,Si,Si,No,No,Si,Medio bajo,Rural
858,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
859,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
860,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
861,Si,No,Si,Si,No,Si,Si,Alto,Urbano
862,No,No,Si,Si,No,No,Si,Alto,Urbano
863,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
864,No,No,Si,Si,Si,No,Si,Medio bajo,Rural
865,No,No,Si,Si,No,No,No,Medio bajo,Rural
866,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
867,No,No,Si,Si,No,No,Si,Medio bajo,Rural
868,No,No,Si,Si,No,No,Si,Medio bajo,Rural
869,No,No,Si,Si,Si,No,Si,Medio bajo,Rural
870,Si,No,Si,Si,No,No,No,Medio alto,Urbano
871,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
872,No,No,Si,Si,No,No,Si,Medio alto,Urbano
873,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
874,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
875,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
876,Si,No,No,Si,Si,Si,No,Medio alto,Urbano
877,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
878,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
879,No,No,Si,Si,No,No,No,Medio bajo,Urbano
880,Si,No,No,Si,No,Si,Si,Alto,Urbano
881,No,No,Si,Si,No,No,Si,Alto,Urbano
882,Si,No,No,Si,No,No,Si,Alto,Urbano
883,No,Si,Si,Si,No,Si,No,Alto,Urbano
884,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
885,No,No,Si,Si,No,Si,Si,Alto,Urbano
886,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
887,Si,No,No,No,No,No,No,Medio bajo,Urbano
888,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Urbano
889,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
890,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
891,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
892,Si,Si,Si,Si,No,No,Si,Medio bajo,Urbano
893,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
894,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
895,Si,Si,No,Si,Si,No,No,Medio bajo,Urbano
896,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
897,No,No,Si,Si,No,No,No,Alto,Urbano
898,No,No,Si,Si,Si,Si,Si,Alto,Urbano
899,No,No,Si,Si,No,No,Si,Alto,Urbano
900,No,No,No,Si,No,No,No,Alto,Urbano
901,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
902,No,No,Si,Si,Si,Si,Si,Alto,Urbano
903,Si,Si,No,No,No,No,No,Alto,Urbano
904,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
905,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
906,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
907,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
908,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
909,No,Si,No,Si,No,No,No,Medio bajo,Urbano
910,No,No,Si,Si,No,No,Si,Medio alto,Urbano
911,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
912,No,No,Si,No,No,No,No,Medio alto,Urbano
913,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
914,Si,Si,No,Si,No,No,No,Medio alto,Urbano
