UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
1660697,1,1,1,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,1476,1470,131,R,4,2
1660697,7,1,1,1,1,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,1,CON UNA LAP TOP,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1476,1470,131,R,4,2
1660697,8,1,1,1,1,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,310,,2,,,2,,,3,1,3,1476,1470,131,R,4,2
1600819,5,1,1,1,1,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,1000,,,2,,,,2,,,2,,,2,,,1,1,3,319,1418,134,U,1,4
1600831,1,1,1,1,1,1,1,1,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,620,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,4614,1419,132,U,1,2
1605204,8,1,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,315,,2,,,1,250,,2,2,3,641,1460,128,U,3,1
1605204,11,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,216,,2,,,2,,,3,1,3,641,1460,128,U,3,1
1412330,2,1,1,2,2,1,1,1,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,300,,,2,,,,2,,,2,,,2,,,1,1,3,4571,1283,106,U,2,3
1412330,3,1,1,2,2,1,1,1,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,1,340,,2,,,2,,,2,2,1,4571,1283,106,U,2,3
1412330,4,1,1,1,2,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,860,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,4571,1283,106,U,2,3
1412330,5,1,1,1,1,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,399,,1,3,3,4571,1283,106,U,2,3
1412330,11,1,1,2,2,1,1,1,2,2,2,5,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,540,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,4571,1283,106,U,2,3
1412330,12,1,2,2,2,1,1,1,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,2,3,1,4571,1283,106,U,2,3
1412330,13,1,1,1,2,2,1,1,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,680,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,2,1,4571,1283,106,U,2,3
1412330,14,1,1,2,2,1,1,1,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,339,,,2,,,2,,,2,,,2,3,1,4571,1283,106,U,2,3
1601550,4,1,1,2,1,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,1,529,,1,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,3,319,1431,134,U,1,4
1601580,1,1,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,458,1432,134,U,1,4
1601660,2,1,2,2,1,1,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,1,600,,1,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,3,373,1439,134,U,1,4
1601660,3,1,2,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,373,1439,134,U,1,4
1601660,4,1,1,2,2,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,509,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,373,1439,134,U,1,4
1601661,4,1,1,1,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,385,,2,,,2,,,3,1,3,264,1440,134,U,1,4
1601661,3,1,1,1,2,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,264,1440,134,U,1,4
1601661,2,1,1,2,1,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,560,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,264,1440,134,U,1,4
1601769,1,1,2,2,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,450,,,2,,,,2,,,2,,,2,,,1,1,3,1544,1441,133,U,1,3
1601769,2,1,1,2,2,1,1,2,1,1,1,,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1544,1441,133,U,1,3
1601769,3,1,2,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,390,,,1,290,,2,,,2,,,1,1,1,1544,1441,133,U,1,3
1604774,11,1,2,2,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,4649,1459,129,U,3,2
1604774,12,1,2,1,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,4649,1459,129,U,3,2
1700545,4,1,2,2,2,1,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,539,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,193,1492,141,U,1,4
1700545,5,1,1,2,2,1,1,2,1,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,750,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,193,1492,141,U,1,4
1700545,1,1,1,1,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,1,,,1,1,1,1,1,2,2,,,,1,1500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,193,1492,141,U,1,4
1700545,2,1,1,2,2,1,1,1,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,1,500,,,2,,,,2,,,,2,,,2,,,1,400,,1,1,1,193,1492,141,U,1,4
1700547,2,1,2,2,2,2,1,2,2,2,2,3,,1,1,2,2,2,1,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,9999,,1,3,3,474,1493,140,U,1,3
1602510,3,1,1,1,1,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1723,1449,133,U,1,3
1602510,4,1,2,1,2,2,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,479,,,2,,,,2,,,2,,,2,,,1,1,3,1723,1449,133,U,1,3
1602510,5,1,1,2,2,1,1,2,2,2,2,3,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,399,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1723,1449,133,U,1,3
1602575,3,1,2,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815,1450,132,U,1,2
1602575,4,1,2,2,2,1,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,389,,1,3,3,3815,1450,132,U,1,2
1460300,17,1,1,1,1,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,400,,2,3,3,743,1290,108,R,4,1
1460300,14,1,2,1,1,2,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,400,,,2,,,,2,,,2,,,2,,,1,1,3,743,1290,108,R,4,1
1460300,15,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,743,1290,108,R,4,1
1460300,8,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,743,1290,108,R,4,1
1460300,9,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,743,1290,108,R,4,1
1460300,12,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,743,1290,108,R,4,1
1460300,13,1,1,1,1,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,743,1290,108,R,4,1
1460300,11,1,1,2,2,1,1,1,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,260,,2,3,3,743,1290,108,R,4,1
1460300,10,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,1,500,,8,2,,,,2,,,2,,,2,,,3,1,3,743,1290,108,R,4,1
1460300,7,1,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,1290,108,R,4,1
1460300,19,1,1,2,2,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,399,,,2,,,2,,,2,,,2,3,2,743,1290,108,R,4,1
1460300,20,1,2,1,2,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,300,,,2,,,,2,,,2,,,2,,,1,1,3,743,1290,108,R,4,1
1505012,2,1,1,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,650,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,7246,1322,120,U,1,3
1505012,3,1,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,7246,1322,120,U,1,3
1560706,19,1,2,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,170,,2,,,2,,,3,1,3,1718,1391,117,R,4,2
1560706,21,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,1,2,,,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,330,,1,150,,2,,,3,1,1,1718,1391,117,R,4,2
1560706,20,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1718,1391,117,R,4,2
1561041,4,1,1,1,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943,1392,116,R,4,1
1701594,1,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,856,1520,140,U,1,3
1703095,20,1,2,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1545,135,U,3,1
1703095,13,1,2,2,2,2,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,102,1545,135,U,3,1
1703095,14,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,102,1545,135,U,3,1
1600856,5,1,1,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,450,,,2,,,2,,,2,,,1,3,1,423,1420,134,U,1,4
1605374,18,1,2,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,497,1462,128,U,3,1
1605476,12,1,2,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,9999,,,1,200,,2,,,2,,,2,1,1,5439,1463,129,U,3,2
1605476,13,1,2,1,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,200,,2,,,2,,,8,1,1,5439,1463,129,U,3,2
1605476,4,1,1,1,2,1,1,2,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,200,,2,,,2,,,1,1,1,5439,1463,129,U,3,2
1605476,5,1,2,1,2,1,1,2,2,2,2,3,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,420,,,2,,,,2,,,2,,,2,,,1,1,3,5439,1463,129,U,3,2
1605476,6,1,2,2,2,1,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,1,200,,2,2,3,5439,1463,129,U,3,2
1605476,7,1,1,1,2,1,2,2,2,2,2,3,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,2,2,2,,,,2,,,,2,,,,1,9999,,,2,,,,2,,,1,9999,,2,,,8,1,1,5439,1463,129,U,3,2
1605476,8,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,5439,1463,129,U,3,2
1605476,19,1,2,1,1,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,399,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,2,5439,1463,129,U,3,2
1605476,9,1,2,1,2,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,450,,,2,,,,2,,,2,,,2,,,2,2,3,5439,1463,129,U,3,2
1605476,10,1,2,1,2,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,0,1,2,,,1,100,,1,1,3,5439,1463,129,U,3,2
1605476,1,1,1,1,1,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,187,,2,,,3,3,1,5439,1463,129,U,3,2
1605476,2,1,2,1,2,2,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,1,9999,,1,2,3,5439,1463,129,U,3,2
1605476,3,1,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,622,,,1,150,,2,,,2,,,1,1,1,5439,1463,129,U,3,2
1605476,17,1,1,1,1,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,1000,,,1,210,,2,,,2,,,2,1,1,5439,1463,129,U,3,2
1703095,15,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,102,1545,135,U,3,1
1703095,16,1,2,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1545,135,U,3,1
1703095,1,1,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,1,2,2,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,218,,2,,,3,3,2,102,1545,135,U,3,1
1412978,4,1,1,2,2,1,1,1,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,200,,2,,,2,,,1,1,1,8748,1286,107,U,3,2
1412978,5,1,1,2,2,1,1,2,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,300,,,2,,,,2,,,2,,,2,,,1,1,3,8748,1286,107,U,3,2
1412978,6,1,2,2,2,1,2,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,2,2,2,,,,2,,,,2,,,,2,,,,1,435,,,1,400,,2,,,2,,,2,1,2,8748,1286,107,U,3,2
1412978,7,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,8748,1286,107,U,3,2
1412978,8,1,2,1,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,2,,,2,,,2,,,1,3,1,8748,1286,107,U,3,2
1412978,10,1,2,2,2,2,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,353,,,2,,,2,,,2,,,1,3,2,8748,1286,107,U,3,2
1407608,1,1,2,1,2,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,440,,,2,,,2,,,2,,,1,3,1,5319,1262,112,U,1,3
1407608,2,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,390,,2,,,3,3,1,5319,1262,112,U,1,3
1360813,7,1,1,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,1,2,1,1,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,216,,1,200,,2,,,3,1,2,2053,1199,96,R,4,1
1605204,12,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,300,,2,,,3,3,2,641,1460,128,U,3,1
1605204,13,1,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,1,200,,1,200,,2,1,1,641,1460,128,U,3,1
1605204,19,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,309,,2,,,2,,,3,1,3,641,1460,128,U,3,1
1702603,2,1,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2415,1535,136,U,3,2
1702603,3,1,2,2,2,1,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2415,1535,136,U,3,2
1702603,4,1,1,1,2,1,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2415,1535,136,U,3,2
1660567,16,1,1,1,2,1,1,1,2,2,2,4,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,216,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,17,1,2,2,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,13,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,1,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,14,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,18,1,1,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,215,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,19,1,2,2,1,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1478,1468,131,R,4,2
1660567,20,1,2,1,2,2,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,22,1,2,2,2,1,1,2,2,2,1,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
1660567,21,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,270,,2,,,2,,,3,1,3,1478,1468,131,R,4,2
